model_id,repository,revision,data_sources,excluded_source_audit,evidence_paths,evidence_sha256,license_id,license_uri,license_scope,source_origin,attribution,projection_semantics,conflict_semantics,lowercase,policy_version,source_rows,accepted_rows,rejected_rows,rejection_counts,source_audit,cross_source_conflict_assignments,cross_source_conflicting_surfaces,intrinsic_ambiguous_surfaces,output_groups,output_forms,output_sha256
nds-default,https://github.com/unimorph/nds,531ffb061f0462f1c42d09001ba2caf8227d118d,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""nds"",""schema"":""lemma-form-features"",""sha256"":""c5a87be1d8cd2ac2c47c60901e840f16c94706031091d05732bdd595cbbb43f1""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:4c08941952e9e4fe70af289b0ae8f984a59d9a2b746ef0173f3f61b6c0dfe4cc,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: nds,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,9794,5762,4032,form-unicode-whitespace=4032,"[{""accepted_rows"":5762,""added_changed_pairs"":2220,""added_distinct_surfaces"":2495,""added_groups"":325,""added_output_forms"":2545,""added_source_pairs"":2545,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":48,""key"":""primary"",""path"":""nds"",""rejected_rows"":4032,""rejection_counts"":{""form-unicode-whitespace"":4032},""source_rows"":9794}]",0,0,48,325,2545,262c5a5aa1ab0bcb2145e43968b1cffeace44a614aa9cab0496c4fdc5b1f1a14
non-default,https://github.com/unimorph/non,d23b7967e3f1aedb846c7a356420141b2f56e1bf,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""non"",""schema"":""lemma-form-features"",""sha256"":""ee30b23fd999ad7c3a03ae481ad0ed58fa58dcc86078108bc7e12869e606011d""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:30be8195892c9833281012327d3dbf36d89510621ed903a96e16d4f9af3a156a,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: non,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,98185,98185,0,,"[{""accepted_rows"":98185,""added_changed_pairs"":46946,""added_distinct_surfaces"":46089,""added_groups"":2666,""added_output_forms"":49612,""added_source_pairs"":49602,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":3104,""key"":""primary"",""path"":""non"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":98185}]",0,0,3104,2666,49612,d231245493a2d59d541247546133e102e021661ddcd9d3ef486b76a0900bf7b8
ny-mw-default,https://github.com/unimorph/nya,4f7699bfac803b3422e79bac1f317352547b8c3b,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""nya"",""schema"":""lemma-form-features"",""sha256"":""6a2dcc0a67fc6fde71b5b84864a6b6614c7129dcf9c55d33b7c07cd5cef2bd40""}]","[{""detail"":""Duplicate .args projection was audited and excluded; only bel.args, grc.args, and hye.args add an approved compatible projection."",""path"":""nya.args"",""reason"":""duplicate-args""}]",README.md:evidence-00-README.md,evidence-00-README.md:5d17cf065eb4b0703019c8f377339ce2752054fb856f5077299991c2381a3269,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: nya,Not stated in pinned repository evidence,UniMorph; Ryan Cotterell,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,4370,4370,0,,"[{""accepted_rows"":4370,""added_changed_pairs"":2951,""added_distinct_surfaces"":3178,""added_groups"":227,""added_output_forms"":3178,""added_source_pairs"":2951,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""nya"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":4370}]",0,0,0,227,3178,7d7487a8ed6db1d058f5f6871d35cece850205423e77134553dae767927fba99
ood-default,https://github.com/unimorph/ood,e6d1af34d2a7ef22e713af6629fd74dfb80b5a80,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ood"",""schema"":""lemma-form-features"",""sha256"":""c0445773a6723acee298b881732011f47fa07751b66ab1f9d2b5e7858eeeb674""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:7017f3a68cb9d679ce87bdde5aa3791b5488b4efa0d42b5c07764f166ac8ea4f,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ood,Not stated in pinned repository evidence,UniMorph; Eleanor Chodroff,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1628,1623,5,form-unsupported-character=1;lemma-unicode-whitespace=4,"[{""accepted_rows"":1623,""added_changed_pairs"":810,""added_distinct_surfaces"":1159,""added_groups"":368,""added_output_forms"":1178,""added_source_pairs"":1178,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":19,""key"":""primary"",""path"":""ood"",""rejected_rows"":5,""rejection_counts"":{""form-unsupported-character"":1,""lemma-unicode-whitespace"":4},""source_rows"":1628}]",0,0,19,368,1178,e4bc4feb122a2bab40e981b3916f260cc13e4a2750796cf88d9bb9eba155448e
osx-default,https://github.com/unimorph/osx,5cd3166c5ff5e3cb1c40911003c259f47467f8c1,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""osx"",""schema"":""lemma-form-features"",""sha256"":""6482032485c6b099ca9e79b91db240b4eaa32b739127ead41a2875265849e86a""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:b294168088d6812df1bef6c5af209fc2c0152f087c59a4dea8c2b3f4aa8b3abf,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: osx,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,23152,22283,869,blank-row=865;form-unicode-whitespace=4,"[{""accepted_rows"":22283,""added_changed_pairs"":11690,""added_distinct_surfaces"":12361,""added_groups"":863,""added_output_forms"":12553,""added_source_pairs"":12301,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":184,""key"":""primary"",""path"":""osx"",""rejected_rows"":869,""rejection_counts"":{""blank-row"":865,""form-unicode-whitespace"":4},""source_rows"":23152}]",0,0,184,863,12553,1f6b3cc29edb4b6c25872133805f212f8fcdc72b139ba96fee8b3715de729a01
ote-default,https://github.com/unimorph/ote,aade58b0be48c21adda52ef1d01dd8761050b2dd,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ote"",""schema"":""lemma-form-features"",""sha256"":""64ef4fd77ac48f8536c9925dd131e88b59d2c9a6bf0a2dd76dd94a6c1b87fa1b""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:793bf975de3b677559d014a56359751be70fe69e92e9621a0387be68ea2c7dc3,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ote,[Surrey Morphology Group](https://oto-manguean.surrey.ac.uk/Search/XTY),UniMorph; Antonis Anastasopoulos,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,33162,2077,31085,form-unicode-whitespace=31049;lemma-unicode-whitespace=36,"[{""accepted_rows"":2077,""added_changed_pairs"":1538,""added_distinct_surfaces"":3417,""added_groups"":2026,""added_output_forms"":3564,""added_source_pairs"":2029,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":141,""key"":""primary"",""path"":""ote"",""rejected_rows"":31085,""rejection_counts"":{""form-unicode-whitespace"":31049,""lemma-unicode-whitespace"":36},""source_rows"":33162}]",0,0,141,2026,3564,c7af96b64a51275622783265da6eb8ed30cfc5a1e60a9aad1ddced08874d7e4d
ps-af-default,https://github.com/unimorph/pus,94a599739a3f886d9a3639ad45368fd838e8d5b2,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""pus"",""schema"":""lemma-form-features"",""sha256"":""564c5e0ad18482b3200bbdf71832119155ef2033e379b7273ae82955baa045bf""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:d7fe3f7d5c4903c63c46fec67d068b7576419e7062888e555ab21fb105fba9a0,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: pus,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,7345,5253,2092,blank-row=400;form-unicode-whitespace=1330;lemma-unicode-whitespace=362,"[{""accepted_rows"":5253,""added_changed_pairs"":2683,""added_distinct_surfaces"":2945,""added_groups"":381,""added_output_forms"":3064,""added_source_pairs"":3025,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":45,""key"":""primary"",""path"":""pus"",""rejected_rows"":2092,""rejection_counts"":{""blank-row"":400,""form-unicode-whitespace"":1330,""lemma-unicode-whitespace"":362},""source_rows"":7345}]",0,0,45,381,3064,104ddc76f34a17c4f16719280c5fe6e11d7c0a6cea2c79f99226bdb667aebbc5
que-default,https://github.com/unimorph/que,78df51d731ec3d70436ff9024a5534a1eeae2553,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""que"",""schema"":""lemma-form-features"",""sha256"":""240711578c129aea4f3e33d98f2cc6da2303eea7b83ce3c3d05521dbbc6ba3f2""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:408d1fb5533915152b8922c97c0fa0d241a42d952dd80f41580886ffbd6a0ad5,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: que,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,180005,179451,554,blank-row=1;lemma-unicode-whitespace=553,"[{""accepted_rows"":179451,""added_changed_pairs"":149256,""added_distinct_surfaces"":147914,""added_groups"":1003,""added_output_forms"":150259,""added_source_pairs"":150255,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":2343,""key"":""primary"",""path"":""que"",""rejected_rows"":554,""rejection_counts"":{""blank-row"":1,""lemma-unicode-whitespace"":553},""source_rows"":180005}]",0,0,2343,1003,150259,2a9eb15b84f19ccfbfeb0b323fb93267109f49968914e5723f155f72db1188b8
ro-ro-default,https://github.com/unimorph/ron,0910e7850baef37f67817060fa8aae7c42cbe269,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""ron"",""schema"":""lemma-form-features"",""sha256"":""0c007e572cacf37b0e538f024cea9e630cc17669c4faa7a5054655530871fd22""}]","[{""detail"":""Derivational data is outside the inflectional stem-form model contract."",""path"":""ron.derivations"",""reason"":""derivation""}]",README.md:evidence-00-README.md,evidence-00-README.md:4956a1692fb16651ecf9bd851478f65ef00d1d11eb318d0720776638ab60b853,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: ron,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,84673,59856,24817,blank-row=4407;form-unicode-whitespace=19951;lemma-unicode-whitespace=459,"[{""accepted_rows"":59856,""added_changed_pairs"":44582,""added_distinct_surfaces"":48565,""added_groups"":4387,""added_output_forms"":48969,""added_source_pairs"":47780,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":368,""key"":""primary"",""path"":""ron"",""rejected_rows"":24817,""rejection_counts"":{""blank-row"":4407,""form-unicode-whitespace"":19951,""lemma-unicode-whitespace"":459},""source_rows"":84673}]",0,0,368,4387,48969,94637c539437fd719436ded52fdef0a5271fc0b91e306efcd7e4fa8deadf6e79
sdh-default,https://github.com/unimorph/sdh,99f7edcace30616a591a79ce01959218e02bb849,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sdh"",""schema"":""empty-lemma-form-features"",""sha256"":""c0d89ec8d84c96dbef8392d93a3d4c081604cdb971b0570696384f05ac815524""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:02afa0d9f3ed751173508735316c923eea9da866bf8ba4727fb42fb3b73b6676,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sdh,Data collection through native speakers,UniMorph; Ali Salehi,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,189,187,2,lemma-empty=2,"[{""accepted_rows"":187,""added_changed_pairs"":164,""added_distinct_surfaces"":165,""added_groups"":1,""added_output_forms"":165,""added_source_pairs"":165,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""sdh"",""rejected_rows"":2,""rejection_counts"":{""lemma-empty"":2},""source_rows"":189}]",0,0,0,1,165,e50b3b8a342c09a07b5df99de263246617724188cb7176420ebaf34cab1ea89b
see-default,https://github.com/unimorph/see,8d182ef3039f9e7c497eaa956086f7a0fb7f361e,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""see"",""schema"":""lemma-form-features"",""sha256"":""a364b3e4fe9db61f9b55040afbfe6a6c34d27596bbf8f55369eca704bdecc4c8""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:6dd4899233df1e0eb08ba99db081cc903ee90fbc15c3a2e6341c3528e04d0e74,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: see,Phyllis E. Wms. Bardeau. 2007. *The Seneca Verb: Labeling the Ancient Voice*.,UniMorph; Richard J. Hatcher; Emily Prud'hommeaux; Zoey Liu,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,5460,5408,52,form-unsupported-character=13;lemma-unsupported-character=39,"[{""accepted_rows"":5408,""added_changed_pairs"":5192,""added_distinct_surfaces"":5318,""added_groups"":139,""added_output_forms"":5331,""added_source_pairs"":5195,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":12,""key"":""primary"",""path"":""see"",""rejected_rows"":52,""rejection_counts"":{""form-unsupported-character"":13,""lemma-unsupported-character"":39},""source_rows"":5460}]",0,0,12,139,5331,ba81e101e0c2f5c2ef6762a3bcae3e9af95b79eedc7dd9a2bacc9216ea70ed65
sga-default,https://github.com/unimorph/sga,de9858d9966879b78d44fcded5287858146a6e16,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sga"",""schema"":""lemma-form-features"",""sha256"":""2234deeed0f585fe41d11295aa637e90c425ccaf27f89931a554265bc13d67e6""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:b67d5a446213a603806daabe891c63ec326a41aad430b3090f2e1f9c680cc879,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sga,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,1140,1087,53,blank-row=51;form-unicode-whitespace=2,"[{""accepted_rows"":1087,""added_changed_pairs"":887,""added_distinct_surfaces"":934,""added_groups"":49,""added_output_forms"":936,""added_source_pairs"":920,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":2,""key"":""primary"",""path"":""sga"",""rejected_rows"":53,""rejection_counts"":{""blank-row"":51,""form-unicode-whitespace"":2},""source_rows"":1140}]",0,0,2,49,936,d5a1f169cfb32c134e287b98a652ffce1a43f71f856a3e875a60475ba0d0989b
shp-default,https://github.com/unimorph/shp,4471a3e24c17d830ffd55318eceb3e7e76e77beb,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""shp"",""schema"":""lemma-form-features"",""sha256"":""6f1c60bc643b22d881595ed17aa489b84a9df414745d078958100705c71e6762""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:42652361ef9509b88cd714dc43c300bd7f0042780d4c0b6889b541e671fefaa2,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: shp,"Loriot, James et al. 1993. Diccionario Shipibo-Castellano.","UniMorph; Arturo Oncevay, Candy Milagros Angulo Pando, Roberto Zariquiey",Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,14588,14578,10,form-unsupported-character=3;lemma-unsupported-character=7,"[{""accepted_rows"":14578,""added_changed_pairs"":5973,""added_distinct_surfaces"":7729,""added_groups"":1999,""added_output_forms"":7972,""added_source_pairs"":7972,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":165,""key"":""primary"",""path"":""shp"",""rejected_rows"":10,""rejection_counts"":{""form-unsupported-character"":3,""lemma-unsupported-character"":7},""source_rows"":14588}]",0,0,165,1999,7972,213ad85c4a6b892750c90ed6bdbead05a64e56dd2091ad203a47d2b84198bc9b
sjo-default,https://github.com/unimorph/sjo,cd7ff346bffe85c134167eec0130e282acb6442e,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sjo"",""schema"":""lemma-form-features"",""sha256"":""9d85520a153d0b159747634dab75388e9e784e32c019aa771fe9bc3e6cbcc49a""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:24effd6c0eeb78ae6f798ec4a9e70222eba4fcb3f33f0cc28d49481417f6254d,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sjo,Not stated in pinned repository evidence,UniMorph; Elena Klyachko,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,3054,3054,0,,"[{""accepted_rows"":3054,""added_changed_pairs"":1305,""added_distinct_surfaces"":3151,""added_groups"":1892,""added_output_forms"":3197,""added_source_pairs"":2751,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":40,""key"":""primary"",""path"":""sjo"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":3054}]",0,0,40,1892,3197,ca640317c3b84c98e3d296fe6f2dba266181087135475d1320ba2980c66cb3fc
sme-default,https://github.com/unimorph/sme,dcb1abed05e25b2ce85f3a806c270e2b192a6dfe,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sme"",""schema"":""lemma-form-features"",""sha256"":""e1f59ff6621557a89f91d8401a7397450e12a193414c30fa1912d688adff4096""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:e87eb220c5d87d0b386cde10bf6a00f77db253a2b9d54809d944a6f234ea3d8f,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sme,Wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,64787,62677,2110,blank-row=2110,"[{""accepted_rows"":62677,""added_changed_pairs"":52924,""added_distinct_surfaces"":54435,""added_groups"":2103,""added_output_forms"":55027,""added_source_pairs"":55005,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":567,""key"":""primary"",""path"":""sme"",""rejected_rows"":2110,""rejection_counts"":{""blank-row"":2110},""source_rows"":64787}]",0,0,567,2103,55027,d42d30a9b27e1aae3122ee0c5367f60ebe7afe9cf2bca2472afcae959af972f9
sn-zw-default,https://github.com/unimorph/sna,76ec498cca0713125206014eb453224ab761a71f,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sna"",""schema"":""lemma-form-features"",""sha256"":""262beac50ef168b9535ce55cf0dd23ae125253f3b411977716086bb381acf683""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:f01717fa1bfb3544c552393a5bc9c8f5a68f1175370a7c5120384d7135baeb89,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sna,Not stated in pinned repository evidence,UniMorph; Rowan Hall Maudslay,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,3030,3030,0,,"[{""accepted_rows"":3030,""added_changed_pairs"":2554,""added_distinct_surfaces"":2640,""added_groups"":86,""added_output_forms"":2640,""added_source_pairs"":2554,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""sna"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":3030}]",0,0,0,86,2640,e0f2e68f72fadf364d9e93fd1210566044981769f3d6f749504402dc7db1b06d
sq-al-default,https://github.com/unimorph/sqi,63fed8fdd510d14a75d2d2dacb1c5ab1475617e7,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sqi"",""schema"":""lemma-form-features"",""sha256"":""f0e00a1cfb2b07a1b057987edcd8eeb3ba4c57ad8e6bbb978f091292b0cfdb84""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:64b4a221e32e4a07b0829e0d19ea4a853544a225eb3e8e0a680b595b42e4cd68,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sqi,wikipedia,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,33484,14732,18752,blank-row=1;form-unicode-whitespace=18711;lemma-unicode-whitespace=40,"[{""accepted_rows"":14732,""added_changed_pairs"":9677,""added_distinct_surfaces"":10218,""added_groups"":587,""added_output_forms"":10264,""added_source_pairs"":10262,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":46,""key"":""primary"",""path"":""sqi"",""rejected_rows"":18752,""rejection_counts"":{""blank-row"":1,""form-unicode-whitespace"":18711,""lemma-unicode-whitespace"":40},""source_rows"":33484}]",0,0,46,587,10264,f36caf9057f6eede49212d2ea0612d8f5db850fcbfc08f7f921573507bf938be
st-za-default,https://github.com/unimorph/sot,e523f2c896a0de10f0ef19c67e8239f9c7c04cfd,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""sot"",""schema"":""lemma-form-features"",""sha256"":""016bf4e23be113a0d52581736cfae87358f06f30a5e8a10fcdc171023ac8c784""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:422e90e27333adf1eba265d80bffe924addfe15399c47a6890e80ae739898144,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,Selected repository data files at pinned revision: sot,Not stated in pinned repository evidence,UniMorph,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,494,494,0,,"[{""accepted_rows"":494,""added_changed_pairs"":390,""added_distinct_surfaces"":416,""added_groups"":26,""added_output_forms"":416,""added_source_pairs"":390,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""sot"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":494}]",0,0,0,26,416,79cf6bd61d12a2115418e35a185ae6b66a4f99f678fe3690d774ced6be604eb5
swc-default,https://github.com/unimorph/swc,02a2bdec0e5cb0dc93b6ef11db4d54a82c34b224,"[{""exceptions"":""none"",""key"":""primary"",""local_name"":""data"",""path"":""swc"",""schema"":""lemma-form-features"",""sha256"":""fed7a61f279f5f1db3216cf33aa72cea9cb16fdf175d884508c187e03ef4a924""},{""exceptions"":""none"",""key"":""auxiliary-01"",""local_name"":""data-01"",""path"":""swc.sm"",""schema"":""lemma-form-features"",""sha256"":""58ffd2f4d68d443ce89554c1a5827514e68348e7743a0716700f26a47b892f24""}]",[],README.md:evidence-00-README.md,evidence-00-README.md:0d914e77eead5d9da1041ff670a7885c67d9b26893f9b1c9dc4b99d03874e90a,CC-BY-SA-3.0,https://creativecommons.org/licenses/by-sa/3.0/,"Selected repository data files at pinned revision: swc, swc.sm",Not stated in pinned repository evidence,UniMorph; Jennifer White,Each declared three-column source directly projects lemma and surface form.,All valid lemma-form assignments are retained. Surface ambiguity is reported explicitly and is never resolved by dropping or overwriting an assignment.,true,radixor-unimorph-import-v1,15149,15041,108,blank-row=108,"[{""accepted_rows"":10092,""added_changed_pairs"":6600,""added_distinct_surfaces"":6700,""added_groups"":100,""added_output_forms"":6700,""added_source_pairs"":6635,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""primary"",""path"":""swc"",""rejected_rows"":108,""rejection_counts"":{""blank-row"":108},""source_rows"":10200},{""accepted_rows"":4949,""added_changed_pairs"":4338,""added_distinct_surfaces"":4421,""added_groups"":83,""added_output_forms"":4421,""added_source_pairs"":4338,""cross_source_conflict_assignments"":0,""cross_source_conflicting_surfaces"":0,""intrinsic_ambiguous_surfaces"":0,""key"":""auxiliary-01"",""path"":""swc.sm"",""rejected_rows"":0,""rejection_counts"":{},""source_rows"":4949}]",0,0,0,183,11121,a00d480708771bd7c70fcc82e013255444624c4b7a20dc95ea346a8a584c561a
